ordine;item_padre;descrizione_padre;item_figlio;descrizione_figlio;qta_richiesta_pezzo;unita_misura;scrap_factor;qta_completata;qta_prelevata;quantita_richiesta
472064;4545;CORPO MASCHERA ANEST.MEDIUM AD;1054;AM 22 W 17;0,030258;KG;1,06210;32305,00000;1038,95717;1038,18649
472211;3355;COPERCHIO RACCOGLICOND. TUBO A;1213;TERLUX 2812 TR (ABS);0,016647;KG;1,06500;6789,00000;103,36931;120,36255
472211;3355;COPERCHIO RACCOGLICOND. TUBO A;1426;ABS VERDE FUMEE' KE/1740 3% AT;0,000528;KG;1,06000;6789,00000;3,80184;3,79967
472212;3128;CORPO COBB FISSO 22M/15F CON;1213;TERLUX 2812 TR (ABS);0,0072;KG;1,03030;111456,00000;801,91508;826,79844
472244;10119239;CORPO CENTRALE TRACHEOLIFE III;PT00068277;BORMED RF830MO;0,0043;KG;1,07000;55364,00000;165,79246;254,72976
472244;10119239;CORPO CENTRALE TRACHEOLIFE III;PT00068277;BORMED RF830MO;0,0043;KG;1,07000;55364,00000;254,91386;254,72976
472244;10119239;CORPO CENTRALE TRACHEOLIFE III;PT00068277;BORMED RF830MO;0,0043;KG;1,07000;55364,00000;89,12140;254,72976
472289;3062;DOPPIO TAPPO PER COBB GIREVOLE;10130212;MDP 2894/60FC;0,00156;KG;1,29000;202601,00000;408,54062;407,71425
472290;3388;FONDO FILTRO STERIVENT 'S';1210;STYROLUX 656C CRISTALLO;0,01567;KG;1,03140;12911,00000;210,08872;208,66807
472290;3388;FONDO FILTRO STERIVENT 'S';1421;RIFRASTIR PS VERDE FUME' KE;0,000485;KG;1,08000;12911,00000;5,82644;6,76278
472291;3367;COPERCHIO NUOVO FILTRO PED.;1421;RIFRASTIR PS VERDE FUME' KE;0,000242;KG;1,08000;75131,00000;17,06568;19,63624
472291;3367;COPERCHIO NUOVO FILTRO PED.;1210;STYROLUX 656C CRISTALLO;0,00784;KG;1,03000;75131,00000;613,69463;606,69785
472292;4841;VALV.DIGITVENT 12CH TY-CARE AD;1429;COLORANTE BIANCO PE/F 10040;0,000221;KG;1,06000;39030,00000;9,16162;9,14317
472292;4841;VALV.DIGITVENT 12CH TY-CARE AD;1207;SINKRAL PD L 322;0,010814;KG;1,06000;39030,00000;448,79941;447,39465
472293;4860;DIGITVENT 5/6/10CH TY-CARE PED;1213;TERLUX 2812 TR (ABS);0,011035;KG;1,06500;6995,00000;75,27999;82,20716
472294;4861;DIGITVENT 7/8CH TY-CARE PED/NE;1213;TERLUX 2812 TR (ABS);0,011035;KG;1,06500;4986,00000;46,39565;58,59684
472295;4842;VALV.DIGITVENT 14CH TY-CARE AD;1207;SINKRAL PD L 322;0,010814;KG;1,06000;72501,00000;672,38522;831,06736
472295;4842;VALV.DIGITVENT 14CH TY-CARE AD;1430;COLORANTE VERDE;0,000221;KG;1,18000;72501,00000;18,97029;18,90681
472295;4842;VALV.DIGITVENT 14CH TY-CARE AD;1207;SINKRAL PD L 322;0,010814;KG;1,06000;72501,00000;160,78003;831,06736
472295;4842;VALV.DIGITVENT 14CH TY-CARE AD;1207;SINKRAL PD L 322;0,010814;KG;1,06000;72501,00000;833,16525;831,06736
472305;10141368;RACCORDO FLEX TUBO PED 22F;10004900;FMA 698 N V055 VA;0,01241;KG;1,03250;75199,00000;856,49531;963,54923
472305;10141368;RACCORDO FLEX TUBO PED 22F;10004900;FMA 698 N V055 VA;0,01241;KG;1,03250;75199,00000;103,86221;963,54923
472305;10141368;RACCORDO FLEX TUBO PED 22F;10004900;FMA 698 N V055 VA;0,01241;KG;1,03250;75199,00000;960,35752;963,54923
472306;3046;RACC FLEX DEHP FREE TUBO A 22F;10004900;FMA 698 N V055 VA;0,0104;KG;1,02850;241281,00000;2634,06123;2580,83809
472329;3369;FONDO FILTRO STERIVENT MINI;1210;STYROLUX 656C CRISTALLO;0,010386;KG;1,02980;63032,00000;297,94779;674,15893
472329;3369;FONDO FILTRO STERIVENT MINI;1421;RIFRASTIR PS VERDE FUME' KE;0,000256;KG;1,08000;63032,00000;18,91026;17,42709
472329;3369;FONDO FILTRO STERIVENT MINI;1210;STYROLUX 656C CRISTALLO;0,010386;KG;1,02980;63032,00000;681,02509;674,15893
472329;3369;FONDO FILTRO STERIVENT MINI;1210;STYROLUX 656C CRISTALLO;0,010386;KG;1,02980;63032,00000;383,07730;674,15893
472330;3369;FONDO FILTRO STERIVENT MINI;1210;STYROLUX 656C CRISTALLO;0,010386;KG;1,02980;63037,00000;674,24397;674,21241
472330;3369;FONDO FILTRO STERIVENT MINI;1421;RIFRASTIR PS VERDE FUME' KE;0,000256;KG;1,08000;63037,00000;18,72207;17,42847
472331;3367;COPERCHIO NUOVO FILTRO PED.;1210;STYROLUX 656C CRISTALLO;0,00784;KG;1,03000;82585,00000;670,99846;666,89039
472331;3367;COPERCHIO NUOVO FILTRO PED.;1210;STYROLUX 656C CRISTALLO;0,00784;KG;1,03000;82585,00000;439,01024;666,89039
472331;3367;COPERCHIO NUOVO FILTRO PED.;1210;STYROLUX 656C CRISTALLO;0,00784;KG;1,03000;82585,00000;231,98822;666,89039
472331;3367;COPERCHIO NUOVO FILTRO PED.;1421;RIFRASTIR PS VERDE FUME' KE;0,000242;KG;1,08000;82585,00000;18,65732;21,58442
472332;3381;COPERCHIO BARRIER/HYGROBAC S;1210;STYROLUX 656C CRISTALLO;0,009094;KG;1,03000;126111,00000;431,86179;1181,25904
472332;3381;COPERCHIO BARRIER/HYGROBAC S;1210;STYROLUX 656C CRISTALLO;0,009094;KG;1,03000;126111,00000;758,41123;1181,25904
472332;3381;COPERCHIO BARRIER/HYGROBAC S;1421;RIFRASTIR PS VERDE FUME' KE;0,000281;KG;1,08000;126111,00000;32,96075;38,27217
472332;3381;COPERCHIO BARRIER/HYGROBAC S;1210;STYROLUX 656C CRISTALLO;0,009094;KG;1,03000;126111,00000;1190,27302;1181,25904
472333;3332;RACCORDO DIRITTO 15M/TUBO P;1213;TERLUX 2812 TR (ABS);0,00287;KG;1,03770;96262,00000;274,73175;286,68739
472334;3069;RACC. GIREV. 15F/22M PER COBB;1438;STYROLUX BATCH EF;0,000108;KG;1,03500;373766,00000;42,11484;41,77956
472334;3069;RACC. GIREV. 15F/22M PER COBB;1210;STYROLUX 656C CRISTALLO;0,004409;KG;1,02210;373766,00000;1694,10501;1684,35364
472335;3070;RACCORDO GIREVOLE PER TUBO P;1213;TERLUX 2812 TR (ABS);0,001268;KG;1,04000;315206,00000;408,12635;415,66846
472337;4465;RACCORDO 22M-15F X TY-CARE;10086274;ERACLENE MP90U;0,005645;KG;1,06000;60002,00000;293,61693;359,03397
472337;4465;RACCORDO 22M-15F X TY-CARE;10086274;ERACLENE MP90U;0,005645;KG;1,06000;60002,00000;372,21677;359,03397
472337;4465;RACCORDO 22M-15F X TY-CARE;10091422;ADDITIVANTE ANTI UV SU BASE HDPE;0,00012;KG;1,06000;60002,00000;7,89965;7,63225
472337;4465;RACCORDO 22M-15F X TY-CARE;10086274;ERACLENE MP90U;0,005645;KG;1,06000;60002,00000;78,59984;359,03397
472344;PT00015826;BOCCOLA BLOCC. SACCA X TY-CARE PP;1439;MASTER AZZURRO 62210;0,000029;KG;1,06000;74242,00000;2,53128;2,28220
472346;PT00015827;BOCCOLA SACCA SONDINO TY-CARE PP;1439;MASTER AZZURRO 62210;0,00002;KG;1,06000;114206,00000;2,39834;2,42117
472395;10124373;VASCHETTA PP RC ADT;10066414;PP RF365MO BOREALIS;0,01061;KG;1,06000;47609,00000;469,38278;535,43938
472397;3332;RACCORDO DIRITTO 15M/TUBO P;1213;TERLUX 2812 TR (ABS);0,00287;KG;1,03770;256662,00000;734,35703;764,39051
472398;10141366;RACC FLEX 22F CON SEDE CAVETTO;10004900;FMA 698 N V055 VA;0,01896;KG;1,02680;4617,00000;89,88320;89,88435
472398;10141366;RACC FLEX 22F CON SEDE CAVETTO;10004900;FMA 698 N V055 VA;0,01896;KG;1,02680;4617,00000;0,00000;89,88435
472398;10141366;RACC FLEX 22F CON SEDE CAVETTO;1424;MASTER PVC VERDE 72486;0,000289;KG;1,05000;4617,00000;1,39909;1,40103
472399;10141381;MASCHERA TRACHEOSTOMICA;10004900;FMA 698 N V055 VA;0,01417;KG;1,01830;5120,00000;80,36991;73,87807
472400;3285;RACCORDO TIPO Y PER TUBO P;1063;PVC AM 113 W 106;0,01529;KG;1,04980;9653,00000;212,67576;154,94457
472401;PT00108839;INSERT GUEDEL CANNULA SIZE 4 CM;10091422;ADDITIVANTE ANTI UV SU BASE HDPE;0,000019;KG;1,17000;26450,00000;0,58190;0,58798
472401;PT00108839;INSERT GUEDEL CANNULA SIZE 4 CM;1427;MASTER ROSA PE 41464;0,000019;KG;1,17460;26450,00000;0,55545;0,59030
472401;PT00108839;INSERT GUEDEL CANNULA SIZE 4 CM;10086274;ERACLENE MP90U;0,000929;KG;1,17000;26450,00000;28,80405;28,74930
472402;4462;COPERCHIO VALVOLA PER TY-CARE;1317;GRANULO PC LEXAN 124R - 111;0,002636;KG;1,06000;91000,00000;234,70478;254,26856
472403;PT00015830;COPERCHIO SUPERIORE DIGITVENT 6CH PP;1422;RIFRASTIR PS VERDE KE/1530 AT;0,000045;KG;1,06000;5200,00000;0,24400;0,24804
472404;PT00015831;TAPPO INFERIORE DIGITVENT 6CH PP;1422;RIFRASTIR PS VERDE KE/1530 AT;0,000024;KG;1,06000;5200,00000;0,13000;0,13229
472408;3278;RACC. TRE VIE REBBI PARALLELI;1063;PVC AM 113 W 106;0,01872;KG;1,04900;35251,00000;151,06743;692,23376
472408;3278;RACC. TRE VIE REBBI PARALLELI;1063;PVC AM 113 W 106;0,01872;KG;1,04900;35251,00000;558,31921;692,23376
472408;3278;RACC. TRE VIE REBBI PARALLELI;1063;PVC AM 113 W 106;0,01872;KG;1,04900;35251,00000;709,38664;692,23376
472409;3206;CONN TIPO T 22M 22M 22M/15F;1063;PVC AM 113 W 106;0,01768;KG;1,09000;4798,00000;94,17762;92,46322
472410;3216;RACCORDO L 22M 22F;1063;PVC AM 113 W 106;0,01595;KG;1,04970;45486,00000;762,59394;761,55913
472411;3277;RACC.3 VIE REBBI PARALLELI;1210;STYROLUX 656C CRISTALLO;0,015152;KG;1,02830;42342,00000;658,09364;659,72230
472411;3277;RACC.3 VIE REBBI PARALLELI;1421;RIFRASTIR PS VERDE FUME' KE;0,000373;KG;1,08000;42342,00000;18,47184;17,05705
472412;3347;RAC. 22F X TUBO CORRUGATO;1158;RIBLENE FF30;0,00703;KG;1,07630;186560,00000;1428,81635;1411,58553
472412;3347;RAC. 22F X TUBO CORRUGATO;1158;RIBLENE FF30;0,00703;KG;1,07630;186560,00000;636,83022;1411,58553
472412;3347;RAC. 22F X TUBO CORRUGATO;1158;RIBLENE FF30;0,00703;KG;1,07630;186560,00000;791,98613;1411,58553
472413;4153;RACC. APRI VALVOLA X COPERCHIO;1213;TERLUX 2812 TR (ABS);0,001357;KG;1,06500;44829,00000;65,84001;64,78709
472439;3359;CONNETTORE CONO LUER X FILTRI;1221;K-RESIN KR 03;0,0009;KG;1,02280;121520,00000;112,09000;111,86159
472439;3359;CONNETTORE CONO LUER X FILTRI;1221;K-RESIN KR 03;0,0009;KG;1,02280;121520,00000;112,09000;111,86159
472439;3359;CONNETTORE CONO LUER X FILTRI;1421;RIFRASTIR PS VERDE FUME' KE;0,000026;KG;1,08000;121520,00000;3,65100;3,41228
472440;3065;TAPPO PER COBB FISSO;10130212;MDP 2894/60FC;0,0015;KG;1,29000;90800,00000;175,75605;175,69800
472447;10084085;FONDO FILTRO HYGROBAC'S PP;10066414;PP RF365MO BOREALIS;0,008856;KG;1,02000;88203,00000;455,63921;796,74828
472447;10084085;FONDO FILTRO HYGROBAC'S PP;1448;RIFRATENE PP VERDE KE/2623 2%;0,00018;KG;1,07000;88203,00000;16,93485;16,98790
472447;10084085;FONDO FILTRO HYGROBAC'S PP;10066414;PP RF365MO BOREALIS;0,008856;KG;1,02000;88203,00000;360,59136;796,74828
472447;10084085;FONDO FILTRO HYGROBAC'S PP;10066414;PP RF365MO BOREALIS;0,008856;KG;1,02000;88203,00000;816,23057;796,74828
472471;3374;COPERCHIO HYGROBOY 22F/15M;1210;STYROLUX 656C CRISTALLO;0,00894;KG;1,01680;72942,00000;469,41852;663,05678
472471;3374;COPERCHIO HYGROBOY 22F/15M;1421;RIFRASTIR PS VERDE FUME' KE;0,000276;KG;1,08000;72942,00000;18,73340;21,74255
472471;3374;COPERCHIO HYGROBOY 22F/15M;1210;STYROLUX 656C CRISTALLO;0,00894;KG;1,01680;72942,00000;199,85841;663,05678
472471;3374;COPERCHIO HYGROBOY 22F/15M;1210;STYROLUX 656C CRISTALLO;0,00894;KG;1,01680;72942,00000;669,27693;663,05678
472485;10084085;FONDO FILTRO HYGROBAC'S PP;10066414;PP RF365MO BOREALIS;0,008856;KG;1,02000;250448,00000;1331,66494;2262,32684
472485;10084085;FONDO FILTRO HYGROBAC'S PP;10066414;PP RF365MO BOREALIS;0,008856;KG;1,02000;250448,00000;986,23131;2262,32684
472485;10084085;FONDO FILTRO HYGROBAC'S PP;10066414;PP RF365MO BOREALIS;0,008856;KG;1,02000;250448,00000;2317,89625;2262,32684
472485;10084085;FONDO FILTRO HYGROBAC'S PP;1448;RIFRATENE PP VERDE KE/2623 2%;0,00018;KG;1,07000;250448,00000;38,14975;48,23628
472485;10084085;FONDO FILTRO HYGROBAC'S PP;1448;RIFRATENE PP VERDE KE/2623 2%;0,00018;KG;1,07000;250448,00000;48,33648;48,23628
472485;10084085;FONDO FILTRO HYGROBAC'S PP;1448;RIFRATENE PP VERDE KE/2623 2%;0,00018;KG;1,07000;250448,00000;10,18673;48,23628
472486;10084085;FONDO FILTRO HYGROBAC'S PP;1448;RIFRATENE PP VERDE KE/2623 2%;0,00018;KG;1,07000;250744,00000;48,39360;48,29329
472486;10084085;FONDO FILTRO HYGROBAC'S PP;10066414;PP RF365MO BOREALIS;0,008856;KG;1,02000;250744,00000;2320,63573;2265,00064
472486;10084085;FONDO FILTRO HYGROBAC'S PP;10066414;PP RF365MO BOREALIS;0,008856;KG;1,02000;250744,00000;480,11239;2265,00064
472486;10084085;FONDO FILTRO HYGROBAC'S PP;10066414;PP RF365MO BOREALIS;0,008856;KG;1,02000;250744,00000;1840,52334;2265,00064
472487;10084085;FONDO FILTRO HYGROBAC'S PP;1448;RIFRATENE PP VERDE KE/2623 2%;0,00018;KG;1,07000;88217,00000;0,97503;16,99059
472487;10084085;FONDO FILTRO HYGROBAC'S PP;1448;RIFRATENE PP VERDE KE/2623 2%;0,00018;KG;1,07000;88217,00000;16,05088;16,99059
472487;10084085;FONDO FILTRO HYGROBAC'S PP;1448;RIFRATENE PP VERDE KE/2623 2%;0,00018;KG;1,07000;88217,00000;17,02591;16,99059
472487;10084085;FONDO FILTRO HYGROBAC'S PP;10066414;PP RF365MO BOREALIS;0,008856;KG;1,02000;88217,00000;795,68891;796,87475
472489;10004101;COPERCHIO BARR.S/HYGR.S IN PP;10066414;PP RF365MO BOREALIS;0,007817;KG;1,02000;300697,00000;2456,78590;2397,55942
472489;10004101;COPERCHIO BARR.S/HYGR.S IN PP;10066414;PP RF365MO BOREALIS;0,007817;KG;1,02000;300697,00000;313,91833;2397,55942
472489;10004101;COPERCHIO BARR.S/HYGR.S IN PP;10066414;PP RF365MO BOREALIS;0,007817;KG;1,02000;300697,00000;2142,86757;2397,55942
472489;10004101;COPERCHIO BARR.S/HYGR.S IN PP;1448;RIFRATENE PP VERDE KE/2623 2%;0,000159;KG;1,06000;300697,00000;50,82591;50,67947
472490;10004101;COPERCHIO BARR.S/HYGR.S IN PP;10066414;PP RF365MO BOREALIS;0,007817;KG;1,02000;300784,00000;514,96558;2398,25310
472490;10004101;COPERCHIO BARR.S/HYGR.S IN PP;10066414;PP RF365MO BOREALIS;0,007817;KG;1,02000;300784,00000;1122,46145;2398,25310
472490;10004101;COPERCHIO BARR.S/HYGR.S IN PP;10066414;PP RF365MO BOREALIS;0,007817;KG;1,02000;300784,00000;819,67747;2398,25310
472490;10004101;COPERCHIO BARR.S/HYGR.S IN PP;1448;RIFRATENE PP VERDE KE/2623 2%;0,000159;KG;1,06000;300784,00000;19,55668;50,69414
472490;10004101;COPERCHIO BARR.S/HYGR.S IN PP;1448;RIFRATENE PP VERDE KE/2623 2%;0,000159;KG;1,06000;300784,00000;31,27583;50,69414
472490;10004101;COPERCHIO BARR.S/HYGR.S IN PP;1448;RIFRATENE PP VERDE KE/2623 2%;0,000159;KG;1,06000;300784,00000;50,83251;50,69414
472490;10004101;COPERCHIO BARR.S/HYGR.S IN PP;10066414;PP RF365MO BOREALIS;0,007817;KG;1,02000;300784,00000;2457,10450;2398,25310
472522;4545;CORPO MASCHERA ANEST.MEDIUM AD;1054;AM 22 W 17;0,030258;KG;1,06210;19261,00000;618,98910;618,99118
472522;4545;CORPO MASCHERA ANEST.MEDIUM AD;1054;AM 22 W 17;0,030258;KG;1,06210;19261,00000;10,15384;618,99118
472522;4545;CORPO MASCHERA ANEST.MEDIUM AD;1054;AM 22 W 17;0,030258;KG;1,06210;19261,00000;608,83526;618,99118
472531;PT00015828;TAPPO INFERIORE DIGITVENT PP;1439;MASTER AZZURRO 62210;0,000025;KG;1,06000;57200,00000;1,19652;1,51580
472536;PT00015829;COPERCHIO SUPERIORE DIGITVENT PP;1439;MASTER AZZURRO 62210;0,000046;KG;1,06000;57650,00000;2,29728;2,81101
472678;4936;FONDO FILTRO HYGROLIFE II;1156;PP 100-GA12;0,00727;KG;1,03370;51265,00000;388,58026;385,25642
472679;4810;COPERCHIO FILTRO HYGROLIFE II;1438;STYROLUX BATCH EF;0,00033;KG;1,03500;48437,00000;8,32630;16,54366
472679;4810;COPERCHIO FILTRO HYGROLIFE II;1210;STYROLUX 656C CRISTALLO;0,01068;KG;1,02220;48437,00000;536,97538;528,79138
472688;3068;CORPO COBB GIREVOLE;10086274;ERACLENE MP90U;0,003528;KG;1,01500;329098,00000;474,61859;1178,47361
472688;3068;CORPO COBB GIREVOLE;10086274;ERACLENE MP90U;0,003528;KG;1,01500;329098,00000;706,52057;1178,47361
472688;3068;CORPO COBB GIREVOLE;10086274;ERACLENE MP90U;0,003528;KG;1,01500;329098,00000;1181,13916;1178,47361
472688;3068;CORPO COBB GIREVOLE;10091422;ADDITIVANTE ANTI UV SU BASE HDPE;0,000072;KG;1,07740;329098,00000;25,72717;25,52905
472689;10124375;MEMBRANA IN MEGOL PER RC;10130212;MDP 2894/60FC;0,005894;KG;1,29000;108040,00000;829,72834;821,45621
472689;10124375;MEMBRANA IN MEGOL PER RC;1439;MASTER AZZURRO 62210;0,00012;KG;1,05000;108040,00000;13,08204;13,61304
472690;3398;ANELLO RACCOGLITUBI ADULTO;10091422;ADDITIVANTE ANTI UV SU BASE HDPE;0,000069;KG;1,03190;59540,00000;3,54734;4,23931
472690;3398;ANELLO RACCOGLITUBI ADULTO;1430;COLORANTE VERDE;0,000066;KG;1,18000;59540,00000;1,05612;4,63698
472690;3398;ANELLO RACCOGLITUBI ADULTO;1430;COLORANTE VERDE;0,000066;KG;1,18000;59540,00000;4,02412;4,63698
472690;3398;ANELLO RACCOGLITUBI ADULTO;10086274;ERACLENE MP90U;0,003381;KG;1,03190;59540,00000;179,81506;207,72636
472690;3398;ANELLO RACCOGLITUBI ADULTO;1430;COLORANTE VERDE;0,000066;KG;1,18000;59540,00000;2,96800;4,63698
472799;10141362;MASCHERA A TENDA PVC ADT;10004900;FMA 698 N V055 VA;0,09361;KG;1,04370;2463,00000;240,63510;240,63696
472865;4545;CORPO MASCHERA ANEST.MEDIUM AD;1054;AM 22 W 17;0,030258;KG;1,06210;14406,00000;463,57642;462,96594
472916;3264;RACC. ANG.X UMIDIF. F&P MR850;1426;ABS VERDE FUMEE' KE/1740 3% AT;0,000344;KG;1,03500;4686,00000;1,68274;1,66840
472916;3264;RACC. ANG.X UMIDIF. F&P MR850;1213;TERLUX 2812 TR (ABS);0,011113;KG;1,06500;4686,00000;55,93293;55,46043
472922;4545;CORPO MASCHERA ANEST.MEDIUM AD;1054;AM 22 W 17;0,030258;KG;1,06210;33729,00000;353,98908;1083,94961
472922;4545;CORPO MASCHERA ANEST.MEDIUM AD;1054;AM 22 W 17;0,030258;KG;1,06210;33729,00000;1083,94890;1083,94961
472922;4545;CORPO MASCHERA ANEST.MEDIUM AD;1054;AM 22 W 17;0,030258;KG;1,06210;33729,00000;729,95982;1083,94961
472985;4438;TAPPO PER CORPO DIGITVENT;PT00053274;RIBLENE FL23I;0,00113;KG;1,06000;140477,00000;168,56579;168,26335
473057;10139855;COPERCHIO HBAC PP 22M/15F;1448;RIFRATENE PP VERDE KE/2623 2%;0,000271;KG;1,07000;60403,00000;15,23312;17,51506
473057;10139855;COPERCHIO HBAC PP 22M/15F;10066414;PP RF365MO BOREALIS;0,01329;KG;1,07000;60403,00000;364,24530;858,94878
473057;10139855;COPERCHIO HBAC PP 22M/15F;10066414;PP RF365MO BOREALIS;0,01329;KG;1,07000;60403,00000;284,10138;858,94878
473057;10139855;COPERCHIO HBAC PP 22M/15F;1448;RIFRATENE PP VERDE KE/2623 2%;0,000271;KG;1,07000;60403,00000;17,67463;17,51506
473057;10139855;COPERCHIO HBAC PP 22M/15F;10066414;PP RF365MO BOREALIS;0,01329;KG;1,07000;60403,00000;218,31966;858,94878
473057;10139855;COPERCHIO HBAC PP 22M/15F;10066414;PP RF365MO BOREALIS;0,01329;KG;1,07000;60403,00000;866,66634;858,94878
473057;10139855;COPERCHIO HBAC PP 22M/15F;1448;RIFRATENE PP VERDE KE/2623 2%;0,000271;KG;1,07000;60403,00000;2,44151;17,51506
473064;10119239;CORPO CENTRALE TRACHEOLIFE III;PT00068277;BORMED RF830MO;0,0043;KG;1,07000;80705,00000;371,56296;371,32371
473065;4151;STELO X VALV. TENUTA NEBULIZZ.;1213;TERLUX 2812 TR (ABS);0,000342;KG;1,06500;38611,00000;12,15440;14,06328
473078;10084085;FONDO FILTRO HYGROBAC'S PP;10066414;PP RF365MO BOREALIS;0,008856;KG;1,02000;75367,00000;429,69473;680,79916
473078;10084085;FONDO FILTRO HYGROBAC'S PP;10066414;PP RF365MO BOREALIS;0,008856;KG;1,02000;75367,00000;716,71095;680,79916
473078;10084085;FONDO FILTRO HYGROBAC'S PP;10066414;PP RF365MO BOREALIS;0,008856;KG;1,02000;75367,00000;135,31743;680,79916
473078;10084085;FONDO FILTRO HYGROBAC'S PP;10066414;PP RF365MO BOREALIS;0,008856;KG;1,02000;75367,00000;65,74757;680,79916
473078;10084085;FONDO FILTRO HYGROBAC'S PP;10066414;PP RF365MO BOREALIS;0,008856;KG;1,02000;75367,00000;85,95122;680,79916
473078;10084085;FONDO FILTRO HYGROBAC'S PP;1448;RIFRATENE PP VERDE KE/2623 2%;0,00018;KG;1,07000;75367,00000;14,71411;14,51568
473079;10084085;FONDO FILTRO HYGROBAC'S PP;10066414;PP RF365MO BOREALIS;0,008856;KG;1,02000;250711,00000;1717,41331;2264,70255
473079;10084085;FONDO FILTRO HYGROBAC'S PP;10066414;PP RF365MO BOREALIS;0,008856;KG;1,02000;250711,00000;2320,47837;2264,70255
473079;10084085;FONDO FILTRO HYGROBAC'S PP;10066414;PP RF365MO BOREALIS;0,008856;KG;1,02000;250711,00000;603,06506;2264,70255
473079;10084085;FONDO FILTRO HYGROBAC'S PP;1448;RIFRATENE PP VERDE KE/2623 2%;0,00018;KG;1,07000;250711,00000;48,39032;48,28694
473080;10004101;COPERCHIO BARR.S/HYGR.S IN PP;10066414;PP RF365MO BOREALIS;0,007817;KG;1,02000;201488,00000;153,53639;1606,53233
473080;10004101;COPERCHIO BARR.S/HYGR.S IN PP;10066414;PP RF365MO BOREALIS;0,007817;KG;1,02000;201488,00000;1654,96630;1606,53233
473080;10004101;COPERCHIO BARR.S/HYGR.S IN PP;1448;RIFRATENE PP VERDE KE/2623 2%;0,000159;KG;1,06000;201488,00000;34,33193;33,95879
473080;10004101;COPERCHIO BARR.S/HYGR.S IN PP;10066414;PP RF365MO BOREALIS;0,007817;KG;1,02000;201488,00000;1501,42991;1606,53233
473081;10004101;COPERCHIO BARR.S/HYGR.S IN PP;1448;RIFRATENE PP VERDE KE/2623 2%;0,000159;KG;1,06000;311496,00000;52,64553;52,49954
473081;10004101;COPERCHIO BARR.S/HYGR.S IN PP;10066414;PP RF365MO BOREALIS;0,007817;KG;1,02000;311496,00000;159,69578;2483,66352
473081;10004101;COPERCHIO BARR.S/HYGR.S IN PP;10066414;PP RF365MO BOREALIS;0,007817;KG;1,02000;311496,00000;2385,04575;2483,66352
473081;10004101;COPERCHIO BARR.S/HYGR.S IN PP;10066414;PP RF365MO BOREALIS;0,007817;KG;1,02000;311496,00000;2544,74153;2483,66352
473082;3345;RAC. BLU 22F X TUBO CORRUGATO;1433;COLORANTE AZZURRO 60660;0,000142;KG;1,07000;32851,00000;5,08422;4,99138
473082;3345;RAC. BLU 22F X TUBO CORRUGATO;1158;RIBLENE FF30;0,00693;KG;1,07920;32851,00000;250,21792;245,68790
473092;3394;FONDO FILTRO STERIVENT;1210;STYROLUX 656C CRISTALLO;0,019076;KG;1,02750;32944,00000;650,57500;645,72184
473092;3394;FONDO FILTRO STERIVENT;1421;RIFRASTIR PS VERDE FUME' KE;0,00059;KG;1,08000;32944,00000;18,18579;20,99192
473093;3388;FONDO FILTRO STERIVENT 'S';1421;RIFRASTIR PS VERDE FUME' KE;0,000485;KG;1,08000;67359,00000;30,46310;35,28264
473093;3388;FONDO FILTRO STERIVENT 'S';1210;STYROLUX 656C CRISTALLO;0,01567;KG;1,03140;67359,00000;1098,16859;1088,65872
473094;3389;FONDO FILTRO STERIVENT 22M/15F;1210;STYROLUX 656C CRISTALLO;0,020203;KG;1,04460;70246,00000;1498,37716;1482,47536
473094;3389;FONDO FILTRO STERIVENT 22M/15F;1421;RIFRASTIR PS VERDE FUME' KE;0,000625;KG;1,08000;70246,00000;41,28549;47,41605
473096;3390;FONDO FILTRO HYGROSTER 22M/15F;1421;RIFRASTIR PS VERDE FUME' KE;0,000602;KG;1,08000;65943,00000;37,50040;42,87350
473096;3390;FONDO FILTRO HYGROSTER 22M/15F;1210;STYROLUX 656C CRISTALLO;0,019455;KG;1,03880;65943,00000;1353,76444;1332,69840
473098;3850;CORPO TRACHEOLIFE 2;PT00068277;BORMED RF830MO;0,0065;KG;1,02380;154000,00000;728,90884;1024,82380
473098;3850;CORPO TRACHEOLIFE 2;PT00068277;BORMED RF830MO;0,0065;KG;1,02380;154000,00000;1024,92324;1024,82380
473098;3850;CORPO TRACHEOLIFE 2;PT00068277;BORMED RF830MO;0,0065;KG;1,02380;154000,00000;296,01440;1024,82380
473099;3850;CORPO TRACHEOLIFE 2;PT00068277;BORMED RF830MO;0,0065;KG;1,02380;154000,00000;1026,99959;1024,82380
473100;4154;TAPPO PER CONNETTORI 22M;PT00053274;RIBLENE FL23I;0,00225;KG;1,07230;32290,00000;78,10157;77,90528
473101;4150;BOCCOLA GUIDA STELO X VALVOLA;1213;TERLUX 2812 TR (ABS);0,001045;KG;1,06500;58715,00000;62,63646;65,34539
473102;4456;ADATTATORE MDI PER TY-CARE.48;1074;GRANULO PVC HY-VIN XJ78882;0,0016;KG;1,06000;81646,00000;138,89720;138,47162
473105;4552;ANELLO PORTA ELASTICO MASCH. 4;1431;COLORANTE GIALLO CD/791 AT;0,000044;KG;1,08950;45545,00000;1,69820;2,18334
473105;4552;ANELLO PORTA ELASTICO MASCH. 4;10091422;ADDITIVANTE ANTI UV SU BASE HDPE;0,000044;KG;1,08950;45545,00000;2,61613;2,18334
